ticket_id,customer_id,ticket_date,issue_category,support_channel,priority,resolution_hours,resolved_flag,satisfaction_score,repeat_contact_flag
TKT00018730,CUST049189,2025-04-03,Refund Request,Help Center,High,2.3,Yes,5,No
TKT00015164,CUST034976,2025-11-26,Account Access,Email,Low,32.9,Yes,2,No
TKT00001326,CUST001907,2026-06-22,Payment Failure,Chat,High,9.03,Yes,5,No
TKT00012380,CUST047083,2026-03-17,Account Access,Phone,Medium,7.16,Yes,3,No
TKT00021298,CUST043475,2026-04-02,Prime Video Issue,Email,Medium,19.71,Yes,4,No
TKT00033505,CUST047720,2026-04-09,Cancellation Request,Chat,High,11.64,Yes,4,No
TKT00010914,CUST013115,2026-05-14,Membership Billing,Phone,Low,9.12,Yes,5,No
TKT00014032,CUST047221,2025-05-28,Prime Video Issue,Chat,High,10.72,Yes,3,No
TKT00031205,CUST036444,2025-08-13,Membership Billing,Chat,Medium,6.1,Yes,4,No
TKT00013428,CUST007019,2025-05-25,Delivery Problem,Phone,Medium,23.95,Yes,4,No
TKT00003967,CUST034544,2025-06-19,Payment Failure,Chat,Low,34.03,Yes,3,No
TKT00008256,CUST015499,2024-09-22,General Question,Phone,Medium,9.24,Yes,4,No
TKT00030273,CUST030279,2025-07-25,Payment Failure,,Low,16.65,Yes,3,Yes
TKT00013545,CUST040324,2026-04-16,Prime Video Issue,Phone,Medium,3.6,Yes,3,No
TKT00022522,CUST030524,2026-03-05,Account Access,Email,Medium,13.71,Yes,4,No
TKT00019860,CUST034517,2025-08-31,Prime Video Issue,Phone,Low,17.03,Yes,4,No
TKT00001275,CUST025990,2026-02-06,Cancellation Request,Help Center,Medium,2.97,Yes,4,No
TKT00026484,CUST048263,2026-03-07,Cancellation Request,Help Center,Medium,6.89,Yes,4,No
TKT00014301,CUST026952,2025-12-29,Payment Failure,Chat,Low,48.56,Yes,3,No
TKT00028100,CUST002640,2025-05-19,Cancellation Request,Chat,High,4.1,Yes,3,Yes
TKT00031976,CUST008615,2026-06-04,Prime Video Issue,Chat,Medium,30.67,Yes,3,No
TKT00011164,CUST048800,2025-10-08,Prime Video Issue,Phone,Medium,15.55,Yes,3,No
TKT00003155,CUST019882,2026-06-22,Account Access,Help Center,Low,8.37,Yes,3,No
TKT00005153,CUST039006,2026-06-26,Payment Failure,Chat,High,,No,,Yes
TKT00009743,CUST033776,2025-01-24,Membership Billing,Phone,Medium,1.06,Yes,5,Yes
TKT00000330,CUST036535,2025-07-28,Refund Request,Email,High,9.62,Yes,2,No
TKT00032554,CUST034789,2026-01-13,Cancellation Request,Help Center,High,36.58,Yes,3,No
TKT00019016,CUST040589,2026-04-13,Account Access,Help Center,Critical,5.32,Yes,3,No
TKT00016412,CUST021164,2025-06-18,Delivery Problem,Chat,Low,15.64,Yes,3,No
TKT00015297,CUST024732,2025-04-17,Cancellation Request,Chat,Medium,29.44,Yes,3,Yes
TKT00016599,CUST039731,2026-06-11,Delivery Problem,Chat,Low,39.47,Yes,3,No
TKT00009728,CUST038561,2026-06-08,Prime Video Issue,Help Center,High,13.36,Yes,4,No
TKT00027283,CUST007634,2025-11-02,Account Access,Chat,High,3.25,Yes,4,No
TKT00000886,CUST048684,2025-09-04,General Question,Email,Low,26.23,Yes,3,Yes
TKT00011391,CUST035493,2025-12-15,Membership Billing,Chat,Low,5.05,Yes,3,No
TKT00034395,CUST041080,2024-11-07,Account Access,Email,Medium,3.52,Yes,5,No
TKT00017035,CUST012818,2025-10-30,Membership Billing,Chat,Medium,27.96,Yes,4,No
TKT00032870,CUST021757,2024-11-20,Cancellation Request,Phone,High,9.14,Yes,3,No
TKT00026664,CUST000424,2024-07-31,Membership Billing,Chat,Low,3.16,Yes,4,No
TKT00030952,CUST017348,2026-04-29,Refund Request,Chat,Medium,43.0,Yes,4,No
TKT00014881,CUST021180,2025-08-25,Membership Billing,Phone,Low,31.96,Yes,3,No
TKT00009294,CUST013687,2026-04-22,Delivery Problem,Chat,High,5.02,Yes,5,No
TKT00032657,CUST008745,2026-06-30,Prime Video Issue,Help Center,Low,35.49,Yes,3,No
TKT00024046,CUST016613,2026-03-24,Membership Billing,Email,Medium,8.23,Yes,4,No
TKT00005160,CUST046231,2026-01-01,Prime Video Issue,Email,Medium,18.07,Yes,3,No
TKT00027774,CUST036868,2025-12-09,Membership Billing,Phone,High,6.59,Yes,4,No
TKT00012761,CUST035527,2024-12-22,General Question,Email,High,7.55,Yes,4,No
TKT00023510,CUST029328,2025-12-14,Delivery Problem,Chat,Low,5.27,Yes,4,No
TKT00008722,CUST009909,2025-10-10,Delivery Problem,Chat,Low,18.48,Yes,4,Yes
TKT00013068,CUST027598,2026-03-09,Prime Video Issue,Email,High,1.61,Yes,5,Yes
TKT00025690,CUST007030,2026-01-03,Membership Billing,Help Center,Medium,24.18,Yes,4,No
TKT00031967,CUST027592,2025-09-05,Prime Video Issue,Chat,Medium,30.36,Yes,3,No
TKT00001858,CUST003324,2025-10-20,Account Access,Email,Medium,22.93,Yes,4,Yes
TKT00019238,CUST028180,2025-11-28,Cancellation Request,Phone,Critical,6.46,Yes,4,No
TKT00032333,CUST035212,2026-06-13,Prime Video Issue,Chat,High,9.58,Yes,4,No
TKT00031155,CUST016330,2026-05-20,General Question,Chat,,15.61,Yes,3,No
TKT00017925,CUST040022,2025-07-08,Payment Failure,Phone,High,8.5,Yes,5,No
TKT00016553,CUST000346,2025-09-02,Prime Video Issue,Phone,High,7.47,Yes,3,No
TKT00032115,CUST040984,2026-03-28,Membership Billing,Email,Medium,6.52,Yes,4,Yes
TKT00000118,CUST042236,2026-06-11,Delivery Problem,Email,Medium,12.03,Yes,3,No
TKT00028437,CUST030230,2025-09-23,Payment Failure,Social Media,High,5.57,Yes,3,No
TKT00019708,CUST046468,2025-10-07,Prime Video Issue,Chat,Low,22.77,Yes,3,No
TKT00010356,CUST001709,2026-03-28,General Question,Email,Low,3.02,Yes,5,No
TKT00012016,CUST038880,2026-03-12,Prime Video Issue,Chat,Medium,1.56,Yes,5,No
TKT00032600,CUST036557,2026-05-03,Account Access,Help Center,Low,,No,,Yes
TKT00009216,CUST029608,2025-03-15,Refund Request,Phone,High,6.03,Yes,5,No
TKT00010408,CUST036048,2026-06-07,General Question,Chat,High,7.69,Yes,3,No
TKT00014059,CUST008484,2026-06-26,Payment Failure,Chat,High,7.05,Yes,4,No
TKT00031608,CUST005653,2026-06-16,Delivery Problem,Help Center,High,9.9,Yes,4,Yes
TKT00007974,CUST031956,2024-12-23,Delivery Problem,Help Center,Medium,,No,,Yes
TKT00022237,CUST044302,2026-04-13,Delivery Problem,Chat,High,11.75,Yes,2,No
TKT00027065,CUST030589,2026-04-03,Account Access,Help Center,Low,30.78,Yes,3,No
TKT00007125,CUST042982,2025-01-20,Cancellation Request,Chat,High,19.75,Yes,3,No
TKT00023443,CUST044335,2026-05-20,Payment Failure,Phone,High,2.25,Yes,5,No
TKT00020913,CUST007132,2025-04-12,Prime Video Issue,Phone,High,16.67,Yes,3,Yes
TKT00032881,CUST009996,2025-12-05,Refund Request,Help Center,Medium,5.92,Yes,3,Yes
TKT00020662,CUST013579,2026-06-14,General Question,Email,Low,13.42,Yes,3,Yes
TKT00027014,CUST024266,2026-01-28,Account Access,Help Center,High,3.8,Yes,4,No
TKT00001432,CUST031763,2026-06-11,General Question,Chat,Medium,17.38,Yes,3,Yes
TKT00013025,CUST029321,2026-06-20,General Question,Social Media,High,,No,,Yes
TKT00020272,CUST014040,2025-01-07,General Question,Email,Medium,14.1,Yes,4,No
TKT00005142,CUST027747,2025-09-21,Membership Billing,Chat,Medium,8.83,Yes,2,No
TKT00003192,CUST012404,2026-05-28,Account Access,Email,Medium,1.64,Yes,4,No
TKT00027366,CUST036058,2026-03-07,Cancellation Request,Chat,High,3.17,Yes,3,No
TKT00020226,CUST005151,2026-02-17,Prime Video Issue,Help Center,Medium,2.63,Yes,4,No
TKT00008548,CUST036823,2025-05-17,Cancellation Request,Chat,Medium,31.38,Yes,3,No
TKT00006064,CUST008368,2025-10-31,Refund Request,Phone,Medium,16.47,Yes,4,No
TKT00024933,CUST032124,2025-01-21,Refund Request,Chat,Medium,7.68,Yes,4,No
TKT00004650,CUST042475,2025-12-24,Prime Video Issue,Chat,Medium,10.41,Yes,4,No
TKT00002638,CUST030043,2026-05-02,Delivery Problem,Help Center,Low,5.8,Yes,3,No
TKT00023933,CUST023692,2026-05-28,Prime Video Issue,Chat,Medium,,No,,No
TKT00031982,CUST001374,2025-02-02,Membership Billing,Chat,Low,38.73,Yes,2,Yes
TKT00028015,CUST047508,2024-11-10,Membership Billing,Help Center,Medium,35.91,Yes,3,No
TKT00019853,CUST031211,2025-09-03,Delivery Problem,Email,High,,No,,No
TKT00012871,CUST045336,2026-01-17,Membership Billing,Help Center,High,2.51,Yes,5,No
TKT00029137,CUST011672,2025-12-30,Payment Failure,Email,Medium,14.4,Yes,2,No
TKT00032733,CUST031860,2025-09-27,Prime Video Issue,Email,Low,27.53,Yes,3,No
TKT00009415,CUST027609,2026-04-13,Payment Failure,Help Center,Critical,1.42,Yes,4,Yes
TKT00025212,CUST022552,2026-02-02,Cancellation Request,Chat,Low,7.15,Yes,4,Yes
TKT00032838,CUST012552,2026-04-20,Cancellation Request,Phone,Medium,2.94,Yes,3,No
TKT00021995,CUST012515,2026-03-09,Prime Video Issue,Phone,Medium,10.55,Yes,3,No
TKT00007519,CUST045349,2025-10-30,Prime Video Issue,Phone,High,3.97,Yes,4,No
TKT00005186,CUST045369,2025-11-13,Prime Video Issue,Chat,High,6.34,Yes,3,No
TKT00031333,CUST048449,2026-03-31,Delivery Problem,Email,Medium,12.0,Yes,4,No
TKT00001392,CUST024591,2026-02-23,Delivery Problem,Chat,Medium,36.39,Yes,3,No
TKT00014466,CUST000634,2025-12-26,Refund Request,Phone,Low,4.84,Yes,3,No
TKT00033351,CUST029123,2026-03-16,Refund Request,Chat,Medium,8.14,Yes,3,No
TKT00014099,CUST029229,2025-12-08,Account Access,Email,Low,,No,,Yes
TKT00014544,CUST022270,2025-06-14,Account Access,Email,Low,22.46,Yes,3,No
TKT00000056,CUST006768,2026-05-26,Delivery Problem,Chat,Medium,3.48,Yes,4,No
TKT00030887,CUST037235,2026-05-24,Prime Video Issue,Help Center,High,0.71,Yes,4,No
TKT00019920,CUST020597,2026-06-15,Prime Video Issue,Phone,High,5.87,Yes,3,No
TKT00014516,CUST031224,2026-04-21,Prime Video Issue,Chat,Medium,7.91,Yes,3,No
TKT00019758,CUST041566,2026-05-13,General Question,Chat,High,19.31,Yes,3,No
TKT00029509,CUST023696,2025-12-03,General Question,Phone,Low,3.24,Yes,3,No
TKT00008128,CUST033269,2026-02-26,Membership Billing,Social Media,Medium,11.49,Yes,2,No
TKT00000705,CUST027642,2025-08-19,General Question,Email,Low,15.91,Yes,4,No
TKT00027059,CUST027183,2025-11-20,Delivery Problem,Chat,Medium,9.24,Yes,4,No
TKT00004943,CUST008358,2025-10-23,Delivery Problem,Phone,Low,2.05,Yes,3,No
TKT00022556,CUST009543,2026-05-12,Delivery Problem,Chat,Medium,32.27,Yes,4,No
TKT00028313,CUST001997,2026-04-17,Prime Video Issue,Email,High,31.36,Yes,3,No
TKT00002636,CUST005098,2026-05-01,Membership Billing,Chat,Low,5.58,Yes,3,No
TKT00010163,CUST045748,2026-05-08,Membership Billing,Chat,Low,18.37,Yes,4,Yes
TKT00034000,CUST012842,2025-10-01,Payment Failure,Help Center,Low,2.41,Yes,3,Yes
TKT00013393,CUST034189,2026-01-03,Delivery Problem,Phone,Medium,3.94,Yes,4,No
TKT00018138,CUST000632,2024-09-30,General Question,Phone,Medium,9.18,Yes,4,No
TKT00025962,CUST003215,2026-06-29,General Question,Help Center,Medium,26.37,Yes,3,No
TKT00005093,CUST017459,2025-07-18,Payment Failure,Chat,Medium,6.33,Yes,3,No
TKT00028413,CUST049053,2026-06-21,General Question,Chat,Medium,3.06,Yes,5,Yes
TKT00028519,CUST028005,2025-01-13,Cancellation Request,Email,High,4.45,Yes,3,No
TKT00023144,CUST028837,2026-06-18,Refund Request,Phone,Medium,3.5,Yes,3,No
TKT00028348,CUST030175,2026-05-14,Account Access,Social Media,Critical,10.97,Yes,4,No
TKT00001555,CUST049144,2026-01-25,General Question,Chat,Medium,28.19,Yes,2,No
TKT00026170,CUST018794,2025-09-21,Prime Video Issue,Chat,High,7.11,Yes,2,No
TKT00030748,CUST018794,2025-09-03,Account Access,Chat,Low,18.72,Yes,4,No
TKT00010407,CUST027837,2026-04-12,Account Access,Social Media,Critical,15.67,Yes,4,No
TKT00032381,CUST037556,2025-11-20,Membership Billing,Email,Low,12.07,Yes,2,Yes
TKT00027434,CUST024437,2025-02-17,Cancellation Request,Chat,Low,23.76,Yes,4,No
TKT00010458,CUST011733,2026-05-25,General Question,Email,Medium,3.49,Yes,4,No
TKT00025921,CUST023582,2026-05-13,General Question,Phone,High,13.09,Yes,4,No
TKT00034699,CUST006666,2024-11-29,Refund Request,Chat,High,4.93,Yes,4,No
TKT00006929,CUST022144,2026-05-11,General Question,Chat,High,20.89,Yes,4,No
TKT00034485,CUST021614,2025-10-26,Payment Failure,Social Media,Low,38.75,Yes,3,No
TKT00001672,CUST007703,2025-12-31,Prime Video Issue,Phone,Low,10.05,Yes,4,No
TKT00033612,CUST030865,2025-04-12,General Question,Help Center,Low,6.43,Yes,5,No
TKT00000414,CUST048813,2026-03-22,Refund Request,Help Center,Low,19.76,Yes,3,No
TKT00033428,CUST037098,2025-11-09,Delivery Problem,Email,Medium,11.97,Yes,4,No
TKT00021541,CUST027757,2026-05-14,Account Access,Chat,Medium,6.95,Yes,4,No
TKT00015256,CUST023978,2024-10-16,Refund Request,Chat,Medium,2.44,Yes,2,No
TKT00001721,CUST023919,2025-10-13,General Question,Chat,Low,14.97,Yes,3,No
TKT00024500,CUST041980,2026-02-12,Cancellation Request,Chat,Medium,19.3,Yes,2,No
TKT00024613,CUST012500,2025-12-06,Membership Billing,Phone,Low,4.93,Yes,4,No
TKT00032566,CUST009943,2026-06-05,Refund Request,Chat,Medium,15.31,Yes,3,No
TKT00018084,CUST037101,2026-03-04,Membership Billing,Chat,Medium,30.55,Yes,2,No
TKT00012994,CUST032766,2025-12-24,Prime Video Issue,Chat,Low,55.95,Yes,2,No
TKT00008080,CUST039742,2025-06-05,Account Access,Email,Medium,6.54,Yes,3,No
TKT00026754,CUST045194,2026-06-12,General Question,Phone,Medium,16.43,Yes,3,No
TKT00028002,CUST017284,2026-06-15,Delivery Problem,Help Center,Medium,,No,,No
TKT00008856,CUST028790,2025-10-17,Delivery Problem,Email,Low,6.64,Yes,4,No
TKT00028236,CUST012821,2026-05-21,General Question,Chat,Medium,14.91,Yes,3,No
TKT00021560,CUST027062,2026-03-15,Refund Request,Phone,Low,9.59,Yes,2,No
TKT00003132,CUST027627,2026-02-08,Delivery Problem,Help Center,Medium,27.24,Yes,3,No
TKT00002648,CUST026462,2026-05-19,Membership Billing,Social Media,Medium,16.9,Yes,4,No
TKT00024556,CUST015000,2025-02-01,Membership Billing,Chat,Medium,35.55,Yes,3,Yes
TKT00030284,CUST043120,2025-11-13,Account Access,Chat,High,3.81,Yes,4,No
TKT00017567,CUST017611,2026-04-06,Prime Video Issue,Email,High,13.62,Yes,4,No
TKT00014616,CUST027668,2026-05-17,Payment Failure,Chat,Medium,16.27,Yes,4,No
TKT00005607,CUST028898,2026-05-12,Payment Failure,Phone,Critical,7.53,Yes,3,No
TKT00026423,CUST022769,2025-10-23,General Question,Help Center,Medium,9.63,Yes,4,No
TKT00030753,CUST020732,2026-01-27,Prime Video Issue,Chat,Low,8.42,Yes,3,Yes
TKT00023580,CUST036327,2025-05-11,Account Access,Chat,High,5.42,Yes,5,No
TKT00011140,CUST043677,2026-05-03,Refund Request,Chat,Medium,24.59,Yes,4,No
TKT00014040,CUST046438,2026-06-12,Delivery Problem,Chat,High,52.28,Yes,3,No
TKT00000060,CUST031649,2025-04-15,Delivery Problem,Chat,High,23.55,Yes,4,Yes
TKT00023626,CUST044587,2026-06-28,Account Access,Phone,Low,12.0,Yes,3,No
TKT00027804,CUST038439,2025-08-15,Account Access,Phone,High,9.56,Yes,3,No
TKT00027125,CUST011351,2025-07-28,Payment Failure,Chat,Low,15.25,Yes,3,No
TKT00031793,CUST037662,2025-05-21,Membership Billing,Chat,Low,27.17,Yes,3,No
TKT00016845,CUST049140,2026-03-31,Cancellation Request,Phone,High,9.07,Yes,3,No
TKT00026055,CUST036717,2025-12-05,Delivery Problem,Phone,Medium,13.5,Yes,4,No
TKT00018473,CUST049106,2025-08-02,Refund Request,Chat,Low,12.18,Yes,4,No
TKT00002306,CUST040537,2026-03-21,Account Access,Chat,Medium,10.92,Yes,4,No
TKT00019916,CUST022086,2025-09-09,Prime Video Issue,Chat,Medium,8.4,Yes,3,No
TKT00033420,CUST003130,2025-02-28,Prime Video Issue,Chat,Low,7.1,Yes,4,No
TKT00013406,CUST000216,2026-02-07,Membership Billing,Phone,Medium,11.84,Yes,5,No
TKT00031623,CUST014129,2025-10-19,General Question,Email,Medium,4.05,Yes,4,Yes
TKT00027737,CUST047329,2025-07-27,Account Access,Chat,Medium,8.7,Yes,3,No
TKT00015487,CUST018757,2026-02-22,Delivery Problem,Help Center,Medium,17.62,Yes,3,No
TKT00032882,CUST025478,2026-03-07,General Question,Chat,Low,4.1,Yes,5,No
TKT00025362,CUST008586,2026-02-02,General Question,Phone,Medium,15.87,Yes,3,No
TKT00025121,CUST023976,2026-05-07,Prime Video Issue,Social Media,Low,7.21,Yes,3,No
TKT00026765,CUST009645,2025-09-07,Membership Billing,Chat,Low,57.99,Yes,4,No
TKT00003863,CUST017521,2026-05-06,Membership Billing,Email,Low,15.58,Yes,4,Yes
TKT00026988,CUST021489,2024-11-12,Prime Video Issue,Help Center,Low,26.11,Yes,3,No
TKT00022600,CUST031909,2026-05-17,Delivery Problem,Chat,Medium,,No,,Yes
TKT00026468,CUST016147,2025-03-17,Delivery Problem,Chat,High,7.93,Yes,3,No
TKT00012736,CUST006666,2024-10-14,Membership Billing,Social Media,Low,14.0,Yes,4,No
TKT00024197,CUST033431,2025-05-17,Cancellation Request,Help Center,Medium,13.19,Yes,3,No
TKT00015169,CUST026165,2026-02-23,Account Access,Chat,Low,13.4,Yes,3,No
TKT00000283,CUST011890,2024-10-31,Delivery Problem,Help Center,High,19.12,Yes,4,No
TKT00031862,CUST017030,2025-03-23,Cancellation Request,Chat,High,7.4,Yes,5,No
TKT00000008,CUST031599,2026-02-09,Payment Failure,Phone,Low,7.87,Yes,4,No
TKT00015335,CUST000173,2026-05-24,Refund Request,Phone,Low,16.96,Yes,3,No
TKT00001074,CUST032041,2026-03-03,Delivery Problem,Chat,High,14.43,Yes,4,No
TKT00007663,CUST016661,2026-05-02,Prime Video Issue,Social Media,Low,12.95,Yes,3,No
TKT00023664,CUST044177,2026-04-27,Prime Video Issue,Chat,High,17.48,Yes,3,No
TKT00017610,CUST038362,2025-07-16,Refund Request,Email,Medium,5.96,Yes,2,No
TKT00005644,CUST027565,2026-06-17,General Question,Help Center,Medium,5.23,Yes,4,No
TKT00002293,CUST036569,2026-04-17,Payment Failure,Phone,High,18.41,Yes,3,No
TKT00028016,CUST047366,2025-01-04,Delivery Problem,Help Center,High,10.56,Yes,3,No
TKT00000019,CUST037909,2026-05-21,Payment Failure,Phone,Low,1.11,Yes,3,No
TKT00005697,CUST028880,2025-09-30,Delivery Problem,Email,High,9.24,Yes,4,No
TKT00007516,CUST023190,2026-04-21,Prime Video Issue,Chat,Medium,5.71,Yes,3,No
TKT00003348,CUST006059,2026-01-01,Prime Video Issue,Help Center,Medium,6.68,Yes,5,No
TKT00021543,CUST017960,2024-11-01,Membership Billing,Help Center,Low,8.31,Yes,4,No
TKT00010877,CUST028464,2025-08-26,Cancellation Request,Chat,Low,19.95,Yes,4,No
TKT00020204,CUST044900,2025-01-26,Membership Billing,Chat,Low,10.28,Yes,3,No
TKT00022702,CUST028869,2025-10-25,Membership Billing,Social Media,High,9.32,Yes,4,No
TKT00017652,CUST016804,2024-12-08,General Question,Chat,High,5.89,Yes,5,No
TKT00022967,CUST042156,2025-12-23,General Question,Help Center,High,1.46,Yes,4,No
TKT00024974,CUST047937,2025-10-04,Cancellation Request,Chat,High,23.72,Yes,3,No
TKT00030771,CUST032810,2026-03-28,Cancellation Request,Chat,Low,40.99,Yes,3,No
TKT00005429,CUST032633,2025-09-18,Delivery Problem,Help Center,Low,24.43,Yes,2,Yes
TKT00028928,CUST040589,2025-10-29,Prime Video Issue,Email,Medium,,No,,Yes
TKT00020382,CUST037298,2026-01-18,Membership Billing,Help Center,High,10.52,Yes,4,Yes
TKT00029754,CUST012206,2025-11-18,General Question,Phone,Medium,9.84,Yes,4,No
TKT00004998,CUST032134,2025-04-15,Account Access,Chat,Low,15.81,Yes,3,No
TKT00014615,CUST042542,2026-06-30,Delivery Problem,Social Media,Medium,11.7,Yes,4,No
TKT00018370,CUST023402,2026-04-29,Delivery Problem,Email,High,18.77,Yes,3,No
TKT00019957,CUST027684,2026-01-04,Delivery Problem,Chat,Medium,3.77,Yes,4,No
TKT00006601,CUST024904,2026-02-26,Membership Billing,Chat,High,4.69,Yes,3,Yes
TKT00034277,CUST008678,2026-03-24,Delivery Problem,Social Media,Low,33.52,Yes,3,No
TKT00021186,CUST006704,2024-11-17,Account Access,Chat,Low,17.78,Yes,3,No
TKT00007825,CUST016758,2025-02-11,Refund Request,Help Center,Medium,3.74,Yes,4,No
TKT00012652,CUST015079,2025-12-17,Prime Video Issue,Email,High,3.54,Yes,4,No
TKT00031067,CUST010339,2025-09-03,Refund Request,Chat,Low,22.89,Yes,2,No
TKT00020285,CUST036070,2025-08-19,Delivery Problem,Chat,Medium,8.16,Yes,5,Yes
TKT00002463,CUST048520,2026-04-23,Payment Failure,Chat,Medium,9.35,Yes,4,No
TKT00014674,CUST015102,2026-03-06,Prime Video Issue,Phone,Medium,17.15,Yes,3,No
TKT00012755,CUST044065,2026-06-25,General Question,Social Media,Medium,,No,,Yes
TKT00001864,CUST008117,2026-04-24,Membership Billing,Chat,Medium,8.9,Yes,4,No
TKT00017724,CUST041610,2026-01-23,Delivery Problem,Help Center,Medium,7.72,Yes,4,Yes
TKT00022554,CUST027075,2026-05-13,Refund Request,Phone,Medium,38.68,Yes,3,No
TKT00013507,CUST028426,2026-06-12,Prime Video Issue,Email,Low,12.29,Yes,4,No
TKT00020084,CUST028892,2026-01-31,Cancellation Request,Chat,Low,25.55,Yes,4,Yes
TKT00033819,CUST021862,2025-11-22,Prime Video Issue,Chat,High,10.55,Yes,4,No
TKT00017832,CUST048274,2026-04-27,Account Access,Social Media,Medium,,No,,Yes
TKT00016688,CUST018176,2025-08-01,Membership Billing,Chat,Medium,4.32,Yes,5,No
TKT00017350,CUST011724,2026-01-18,Cancellation Request,Phone,Low,28.85,Yes,3,No
TKT00034924,CUST041986,2026-02-14,General Question,Help Center,Medium,8.91,Yes,3,No
TKT00032840,CUST008308,2026-05-08,Payment Failure,Help Center,Low,8.6,Yes,3,No
TKT00010144,CUST016977,2025-07-31,Membership Billing,Phone,High,3.06,Yes,3,No
TKT00025193,CUST040390,2026-01-21,Prime Video Issue,Chat,Medium,8.28,Yes,4,No
TKT00001026,CUST003429,2026-06-13,Prime Video Issue,Phone,Low,8.33,Yes,5,No
TKT00006370,CUST031895,2026-04-05,Cancellation Request,Chat,Low,6.73,Yes,4,No
TKT00006136,CUST012542,2025-12-20,Delivery Problem,Phone,Low,10.93,Yes,4,No
TKT00028514,CUST024552,2026-05-20,Prime Video Issue,Chat,Medium,7.89,Yes,5,Yes
TKT00011222,CUST044055,2025-02-04,Membership Billing,Phone,Low,30.98,Yes,3,No
TKT00018455,CUST040318,2026-05-14,Cancellation Request,Chat,Low,18.64,Yes,3,No
TKT00006431,CUST019330,2025-02-09,Delivery Problem,Help Center,Low,4.86,Yes,3,No
TKT00018463,CUST045627,2025-08-30,Cancellation Request,Chat,High,15.81,Yes,3,No
TKT00010271,CUST023565,2026-03-01,Payment Failure,Phone,Medium,5.08,Yes,4,No
TKT00007518,CUST027563,2025-06-09,Prime Video Issue,Social Media,Low,13.76,Yes,2,No
TKT00010251,CUST000701,2026-01-03,Prime Video Issue,Phone,Low,19.34,Yes,3,No
TKT00019579,CUST017522,2026-04-08,Prime Video Issue,Chat,Medium,17.87,Yes,3,No
TKT00011494,CUST014481,2026-06-02,Membership Billing,Email,Medium,15.13,Yes,3,No
TKT00016291,CUST034089,2026-02-04,General Question,Chat,Low,6.41,Yes,4,No
TKT00015686,CUST008962,2026-01-09,Delivery Problem,Email,Medium,1.63,Yes,3,No
TKT00023574,CUST016250,2025-10-31,Membership Billing,Chat,Medium,6.72,Yes,4,No
TKT00028331,CUST046777,2025-12-22,Account Access,Help Center,High,2.49,Yes,4,No
TKT00031854,CUST017268,2025-02-25,Membership Billing,Social Media,Medium,37.92,Yes,3,No
TKT00028540,CUST013067,2026-04-16,General Question,Help Center,Low,3.82,Yes,4,No
TKT00025556,CUST016899,2025-08-22,Payment Failure,Chat,High,5.68,Yes,3,No
TKT00010113,CUST005190,2026-05-21,Refund Request,Chat,Medium,1.8,Yes,3,No
TKT00018929,CUST008946,2025-10-11,Cancellation Request,Help Center,Medium,10.97,Yes,4,No
